"Offense","Offense Conference","Defense","Defense Conference","Game Id","Id","Drive Number","Scoring","Start Period","Start Yardline","Start Yards To Goal","Start Time Minutes","Start Time Seconds","End Period","End Yardline","End Yards To Goal","End Time Minutes","End Time Seconds","Elapsed Minutes","Elapsed Seconds","Plays","Yards","Drive Result","Is Home Offense","Start Offense Score","Start Defense Score","End Offense Score","End Defense Score"
"Georgia","SEC","Kentucky","SEC","401520300","40152030011","11","true","2","38","62","0","23","2","76","24","0","1","0","22","3","38","END OF HALF","true","31","7","34","7"
"Kentucky","SEC","Georgia","SEC","401520300","40152030012","12","false","3","75","75","15","0","3","70","70","14","2","0","58","3","5","PUNT","false","7","34","7","34"
"Georgia","SEC","Kentucky","SEC","401520300","40152030013","13","false","3","40","60","14","2","3","51","49","11","26","2","36","5","11","INT","true","34","7","34","7"
"Kentucky","SEC","Georgia","SEC","401520300","40152030014","14","true","3","28","28","11","26","3","0","0","10","34","0","52","2","28","TD","false","7","34","13","34"
"Georgia","SEC","Kentucky","SEC","401520300","40152030015","15","true","3","30","70","10","34","3","86","14","3","27","7","7","12","56","FG","true","34","13","37","13"
"Kentucky","SEC","Georgia","SEC","401520300","40152030016","16","false","3","75","75","3","27","3","81","81","1","58","1","29","3","-6","PUNT","false","13","37","13","37"
"Georgia","SEC","Kentucky","SEC","401520300","40152030017","17","true","3","58","42","1","58","3","100","0","0","39","1","19","4","42","TD","true","37","13","44","13"
"Kentucky","SEC","Georgia","SEC","401520300","40152030018","18","false","3","75","75","0","39","4","63","63","13","24","2","15","5","12","PUNT","false","13","44","13","44"
"Georgia","SEC","Kentucky","SEC","401520300","40152030019","19","false","4","20","80","13","24","4","28","72","11","20","2","4","3","8","PUNT","true","44","13","44","13"
"Kentucky","SEC","Georgia","SEC","401520300","40152030020","20","false","4","68","68","11","20","4","72","72","9","16","2","4","3","-4","PUNT","false","13","44","13","44"
"Georgia","SEC","Kentucky","SEC","401520300","40152030021","21","true","4","8","92","9","16","4","100","0","2","38","6","38","12","92","TD","true","44","13","51","13"
"Kentucky","SEC","Georgia","SEC","401520300","40152030022","22","false","4","84","84","2","38","4","63","63","0","0","2","38","4","21","END OF GAME","false","13","51","13","51"
"Illinois","Big Ten","Nebraska","Big Ten","401520301","4015203011","1","false","1","25","75","15","0","1","99","1","8","41","6","19","14","74","DOWNS","true","0","0","0","0"
"Nebraska","Big Ten","Illinois","Big Ten","401520301","4015203012","2","true","1","99","99","8","41","1","13","13","1","59","6","42","11","86","FG","false","0","0","3","0"
"Illinois","Big Ten","Nebraska","Big Ten","401520301","4015203013","3","false","1","25","75","1","59","1","39","61","1","14","0","45","3","14","PUNT","true","0","3","0","3"
"Nebraska","Big Ten","Illinois","Big Ten","401520301","4015203014","4","false","1","67","67","1","14","2","66","66","14","54","1","20","3","1","PUNT","false","3","0","3","0"
"Illinois","Big Ten","Nebraska","Big Ten","401520301","4015203015","5","false","2","34","66","14","54","2","36","64","13","25","1","29","3","2","PUNT","true","0","3","0","3"
"Nebraska","Big Ten","Illinois","Big Ten","401520301","4015203016","6","true","2","79","79","13","25","2","0","0","6","47","6","38","14","79","TD","false","3","0","10","0"
"Nebraska","Big Ten","Illinois","Big Ten","401520301","4015203017","7","true","2","25","25","6","47","2","0","0","6","37","0","10","1","25","TD","false","10","0","17","0"
"Illinois","Big Ten","Nebraska","Big Ten","401520301","4015203018","8","false","2","17","83","6","37","2","17","83","4","52","1","45","3","0","PUNT","true","0","17","0","17"
"Nebraska","Big Ten","Illinois","Big Ten","401520301","4015203019","9","false","2","65","65","4","52","2","64","64","3","16","1","36","3","1","PUNT","false","17","0","17","0"
"Illinois","Big Ten","Nebraska","Big Ten","401520301","40152030110","10","true","2","24","76","3","16","2","100","0","1","31","1","45","5","76","TD","true","0","17","7","17"
"Nebraska","Big Ten","Illinois","Big Ten","401520301","40152030111","11","false","2","75","75","1","31","2","64","64","0","41","0","50","5","11","PUNT","false","17","7","17","7"
"Illinois","Big Ten","Nebraska","Big Ten","401520301","40152030112","12","false","2","34","66","0","41","2","63","37","0","2","0","39","7","29","MISSED FG","true","7","17","7","17"
"Nebraska","Big Ten","Illinois","Big Ten","401520301","40152030113","13","false","2","63","63","0","2","2","65","65","0","0","0","2","1","-2","END OF HALF","false","17","7","17","7"
"Nebraska","Big Ten","Illinois","Big Ten","401520301","40152030114","14","false","3","78","78","15","0","3","46","46","10","53","4","7","6","32","PUNT","false","17","7","17","7"
"Illinois","Big Ten","Nebraska","Big Ten","401520301","40152030115","15","false","3","13","87","10","53","3","14","86","10","0","0","53","3","18","FUMBLE","true","7","17","7","17"
"Nebraska","Big Ten","Illinois","Big Ten","401520301","40152030116","16","true","3","21","21","10","0","3","13","13","8","16","1","44","4","8","FG","false","17","7","20","7"
"Illinois","Big Ten","Nebraska","Big Ten","401520301","40152030117","17","false","3","13","87","8","16","3","15","85","7","16","1","0","3","-10","PUNT","true","7","20","7","20"
"Nebraska","Big Ten","Illinois","Big Ten","401520301","40152030118","18","false","3","22","22","7","16","3","18","18","5","44","1","32","4","4","MISSED FG","false","20","7","20","7"
"Illinois","Big Ten","Nebraska","Big Ten","401520301","40152030119","19","false","3","18","82","5","44","3","50","50","3","3","2","41","6","30","DOWNS","true","7","20","7","20"
"Nebraska","Big Ten","Illinois","Big Ten","401520301","40152030120","20","false","3","50","50","3","3","4","12","12","11","41","6","22","11","38","FUMBLE","false","20","7","20","7"
"Illinois","Big Ten","Nebraska","Big Ten","401520301","40152030121","21","false","4","12","88","11","41","4","17","83","11","1","0","40","3","5","PUNT","true","7","20","7","20"
"Nebraska","Big Ten","Illinois","Big Ten","401520301","40152030122","22","false","4","55","55","11","1","4","59","59","10","16","0","45","3","-4","INT","false","20","7","20","7"
"Illinois","Big Ten","Nebraska","Big Ten","401520301","40152030123","23","false","4","26","74","10","16","4","31","69","7","59","2","17","5","5","INT","true","7","20","7","20"
"Nebraska","Big Ten","Illinois","Big Ten","401520301","40152030124","24","false","4","29","29","7","59","4","14","14","4","2","3","57","7","14","FUMBLE","false","20","7","20","7"
"Illinois","Big Ten","Nebraska","Big Ten","401520301","40152030125","25","false","4","15","85","4","2","4","82","18","1","27","2","35","12","67","DOWNS","true","7","20","7","20"
"Nebraska","Big Ten","Illinois","Big Ten","401520301","40152030126","26","false","4","82","82","1","27","4","88","88","0","0","1","27","3","-6","END OF GAME","false","20","7","20","7"
"Iowa","Big Ten","Purdue","Big Ten","401520302","4015203021","1","false","1","35","65","15","0","1","34","66","14","1","0","59","3","-1","PUNT","true","0","0","0","0"
"Purdue","Big Ten","Iowa","Big Ten","401520302","4015203022","2","false","1","47","47","14","1","1","41","41","10","58","3","3","6","6","PUNT","false","0","0","0","0"
"Iowa","Big Ten","Purdue","Big Ten","401520302","4015203023","3","true","1","20","80","10","58","1","100","0","10","15","0","43","2","80","TD","true","0","0","7","0"
"Purdue","Big Ten","Iowa","Big Ten","401520302","4015203024","4","false","1","75","75","10","15","1","41","41","6","10","4","5","8","34","PUNT","false","0","7","0","7"
"Iowa","Big Ten","Purdue","Big Ten","401520302","4015203025","5","false","1","20","80","6","10","1","38","62","4","38","1","32","4","18","INT","true","7","0","7","0"
"Purdue","Big Ten","Iowa","Big Ten","401520302","4015203026","6","false","1","35","35","4","38","1","24","24","3","3","1","35","4","11","MISSED FG","false","0","7","0","7"
"Iowa","Big Ten","Purdue","Big Ten","401520302","4015203027","7","false","1","24","76","3","3","1","29","71","2","10","0","53","3","5","PUNT","true","7","0","7","0"
"Purdue","Big Ten","Iowa","Big Ten","401520302","4015203028","8","false","1","62","62","2","10","1","62","62","1","53","0","17","2","0","INT","false","0","7","0","7"
"Iowa","Big Ten","Purdue","Big Ten","401520302","4015203029","9","true","1","95","5","1","53","2","91","9","14","57","1","56","4","-4","FG","true","7","0","10","0"
"Purdue","Big Ten","Iowa","Big Ten","401520302","40152030210","10","false","2","75","75","14","57","2","48","48","9","51","5","6","8","27","PUNT","false","0","10","0","10"
"Iowa","Big Ten","Purdue","Big Ten","401520302","40152030211","11","false","2","13","87","9","51","2","15","85","8","58","0","53","3","2","PUNT","true","10","0","10","0"
"Purdue","Big Ten","Iowa","Big Ten","401520302","40152030212","12","false","2","73","73","8","58","2","52","52","5","20","3","38","6","21","PUNT","false","0","10","0","10"
"Iowa","Big Ten","Purdue","Big Ten","401520302","40152030213","13","false","2","16","84","5","20","2","69","31","2","32","2","48","6","53","MISSED FG","true","10","0","10","0"
"Purdue","Big Ten","Iowa","Big Ten","401520302","40152030214","14","true","2","69","69","2","32","2","0","0","0","32","2","0","7","69","TD","false","0","10","7","10"
"Iowa","Big Ten","Purdue","Big Ten","401520302","40152030215","15","false","2","36","64","0","30","2","37","63","0","0","0","30","4","1","END OF HALF","true","10","7","10","7"
"Purdue","Big Ten","Iowa","Big Ten","401520302","40152030216","16","false","3","75","75","15","0","3","57","57","11","43","3","17","6","18","PUNT","false","7","10","7","10"
"Iowa","Big Ten","Purdue","Big Ten","401520302","40152030217","17","true","3","20","80","11","43","3","95","5","7","58","3","45","9","75","FG","true","10","7","13","7"
"Purdue","Big Ten","Iowa","Big Ten","401520302","40152030218","18","false","3","75","75","7","58","3","57","57","6","14","1","44","5","18","PUNT","false","7","13","7","13"
"Iowa","Big Ten","Purdue","Big Ten","401520302","40152030219","19","false","3","35","65","6","14","3","41","59","4","55","1","19","3","6","PUNT","true","13","7","13","7"
"Purdue","Big Ten","Iowa","Big Ten","401520302","40152030220","20","false","3","86","86","4","55","3","86","86","1","46","3","9","5","0","PUNT","false","7","13","7","13"
"Iowa","Big Ten","Purdue","Big Ten","401520302","40152030221","21","true","3","54","46","1","46","4","100","0","14","24","2","22","6","46","TD","true","13","7","20","7"
"Purdue","Big Ten","Iowa","Big Ten","401520302","40152030222","22","false","4","75","75","14","24","4","48","48","11","30","2","54","8","27","DOWNS","false","7","20","7","20"
"Iowa","Big Ten","Purdue","Big Ten","401520302","40152030223","23","false","4","49","51","11","30","4","50","50","9","15","2","15","3","1","PUNT","true","20","7","20","7"
"Purdue","Big Ten","Iowa","Big Ten","401520302","40152030224","24","false","4","89","89","9","15","4","65","65","7","13","2","2","6","24","INT","false","7","20","7","20"
"Iowa","Big Ten","Purdue","Big Ten","401520302","40152030225","25","false","4","56","44","7","13","4","74","26","4","53","2","20","5","18","MISSED FG","true","20","7","20","7"
"Purdue","Big Ten","Iowa","Big Ten","401520302","40152030226","26","true","4","74","74","4","53","4","0","0","2","54","1","59","6","74","TD","false","7","20","14","20"
"Iowa","Big Ten","Purdue","Big Ten","401520302","40152030227","27","false","4","25","75","2","54","4","32","68","2","0","0","54","3","7","PUNT","true","20","14","20","14"
"Purdue","Big Ten","Iowa","Big Ten","401520302","40152030228","28","false","4","75","75","2","0","4","75","75","1","21","0","39","4","0","DOWNS","false","14","20","14","20"
"Iowa","Big Ten","Purdue","Big Ten","401520302","40152030229","29","false","4","75","25","1","21","4","69","31","0","0","1","21","2","-6","END OF GAME","true","20","14","20","14"
"Minnesota","Big Ten","Michigan","Big Ten","401520303","4015203032","1","true","1","25","75","0","0","2","3","97","0","0","0","12","2","75","TD","true","0","0","0","7"
"Minnesota","Big Ten","Michigan","Big Ten","401520303","4015203034","2","false","1","25","75","0","0","2","32","68","12","46","2","2","4","7","PUNT","true","0","7","0","7"
